image1,image2,img1_path,img2_path,img1_items,img2_items
"('gold', 'pyramid', 'orange', 'torus')","('orange', 'pyramid', 'gold', 'torus')",images/gold_pyramid_orange_torus.png,images/orange_pyramid_gold_torus.png,"('v', 'l')","('s', 'i')"
"('azure', 'torus', 'gold', 'pyramid')","('gold', 'torus', 'azure', 'pyramid')",images/azure_torus_gold_pyramid.png,images/gold_torus_azure_pyramid.png,"('e', 'h')","('l', 'm')"
"('lime', 'torus', 'orange', 'pyramid')","('orange', 'torus', 'lime', 'pyramid')",images/lime_torus_orange_pyramid.png,images/orange_torus_lime_pyramid.png,"('l', 's')","('i', 'w')"
"('orange', 'prism', 'pink', 'torus')","('pink', 'prism', 'orange', 'torus')",images/orange_prism_pink_torus.png,images/pink_prism_orange_torus.png,"('b', 'x')","('d', 'j')"
"('azure', 'pyramid', 'pink', 'pyramid')","('pink', 'pyramid', 'azure', 'pyramid')",images/azure_pyramid_pink_pyramid.png,images/pink_pyramid_azure_pyramid.png,"('p', 'c')","('r', 'w')"
"('pink', 'torus', 'orange', 'pyramid')","('orange', 'torus', 'pink', 'pyramid')",images/pink_torus_orange_pyramid.png,images/orange_torus_pink_pyramid.png,"('s', 'a')","('v', 'b')"
"('azure', 'pyramid', 'lime', 'pyramid')","('lime', 'pyramid', 'azure', 'pyramid')",images/azure_pyramid_lime_pyramid.png,images/lime_pyramid_azure_pyramid.png,"('z', 'e')","('t', 'u')"
"('azure', 'pyramid', 'pink', 'prism')","('pink', 'pyramid', 'azure', 'prism')",images/azure_pyramid_pink_prism.png,images/pink_pyramid_azure_prism.png,"('l', 'y')","('j', 'w')"
"('lime', 'pyramid', 'brown', 'torus')","('brown', 'pyramid', 'lime', 'torus')",images/lime_pyramid_brown_torus.png,images/brown_pyramid_lime_torus.png,"('l', 'x')","('r', 'k')"
"('lime', 'prism', 'gold', 'pyramid')","('gold', 'prism', 'lime', 'pyramid')",images/lime_prism_gold_pyramid.png,images/gold_prism_lime_pyramid.png,"('j', 'u')","('n', 'y')"
"('gold', 'torus', 'azure', 'prism')","('azure', 'torus', 'gold', 'prism')",images/gold_torus_azure_prism.png,images/azure_torus_gold_prism.png,"('l', 'v')","('w', 'z')"
"('lime', 'pyramid', 'gold', 'pyramid')","('gold', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_gold_pyramid.png,images/gold_pyramid_lime_pyramid.png,"('f', 'e')","('p', 'w')"
"('brown', 'pyramid', 'lime', 'prism')","('lime', 'pyramid', 'brown', 'prism')",images/brown_pyramid_lime_prism.png,images/lime_pyramid_brown_prism.png,"('c', 'q')","('g', 'r')"
"('brown', 'prism', 'azure', 'pyramid')","('azure', 'prism', 'brown', 'pyramid')",images/brown_prism_azure_pyramid.png,images/azure_prism_brown_pyramid.png,"('h', 'r')","('o', 's')"
"('lime', 'torus', 'pink', 'prism')","('pink', 'torus', 'lime', 'prism')",images/lime_torus_pink_prism.png,images/pink_torus_lime_prism.png,"('t', 'c')","('z', 'q')"
"('pink', 'pyramid', 'gold', 'torus')","('gold', 'pyramid', 'pink', 'torus')",images/pink_pyramid_gold_torus.png,images/gold_pyramid_pink_torus.png,"('c', 'e')","('t', 'u')"
"('azure', 'torus', 'lime', 'pyramid')","('lime', 'torus', 'azure', 'pyramid')",images/azure_torus_lime_pyramid.png,images/lime_torus_azure_pyramid.png,"('y', 't')","('b', 'c')"
"('pink', 'pyramid', 'brown', 'torus')","('brown', 'pyramid', 'pink', 'torus')",images/pink_pyramid_brown_torus.png,images/brown_pyramid_pink_torus.png,"('z', 'k')","('r', 'f')"
"('azure', 'prism', 'pink', 'pyramid')","('pink', 'prism', 'azure', 'pyramid')",images/azure_prism_pink_pyramid.png,images/pink_prism_azure_pyramid.png,"('n', 'j')","('m', 'k')"
"('pink', 'pyramid', 'lime', 'prism')","('lime', 'pyramid', 'pink', 'prism')",images/pink_pyramid_lime_prism.png,images/lime_pyramid_pink_prism.png,"('a', 'k')","('h', 't')"
"('azure', 'pyramid', 'brown', 'prism')","('brown', 'pyramid', 'azure', 'prism')",images/azure_pyramid_brown_prism.png,images/brown_pyramid_azure_prism.png,"('x', 'h')","('u', 'l')"
"('lime', 'prism', 'brown', 'torus')","('brown', 'prism', 'lime', 'torus')",images/lime_prism_brown_torus.png,images/brown_prism_lime_torus.png,"('v', 'h')","('n', 'f')"
"('orange', 'pyramid', 'gold', 'pyramid')","('gold', 'pyramid', 'orange', 'pyramid')",images/orange_pyramid_gold_pyramid.png,images/gold_pyramid_orange_pyramid.png,"('i', 'q')","('l', 't')"
"('lime', 'prism', 'brown', 'pyramid')","('brown', 'prism', 'lime', 'pyramid')",images/lime_prism_brown_pyramid.png,images/brown_prism_lime_pyramid.png,"('r', 'i')","('c', 'd')"
"('azure', 'pyramid', 'pink', 'torus')","('pink', 'pyramid', 'azure', 'torus')",images/azure_pyramid_pink_torus.png,images/pink_pyramid_azure_torus.png,"('m', 'd')","('v', 'p')"
"('pink', 'torus', 'orange', 'pyramid')","('orange', 'torus', 'pink', 'pyramid')",images/pink_torus_orange_pyramid.png,images/orange_torus_pink_pyramid.png,"('n', 'g')","('q', 'f')"
"('pink', 'torus', 'orange', 'pyramid')","('orange', 'torus', 'pink', 'pyramid')",images/pink_torus_orange_pyramid.png,images/orange_torus_pink_pyramid.png,"('z', 'v')","('a', 'f')"
"('brown', 'prism', 'azure', 'torus')","('azure', 'prism', 'brown', 'torus')",images/brown_prism_azure_torus.png,images/azure_prism_brown_torus.png,"('f', 'p')","('i', 'z')"
"('lime', 'pyramid', 'gold', 'pyramid')","('gold', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_gold_pyramid.png,images/gold_pyramid_lime_pyramid.png,"('c', 'z')","('w', 'g')"
"('azure', 'torus', 'lime', 'pyramid')","('lime', 'torus', 'azure', 'pyramid')",images/azure_torus_lime_pyramid.png,images/lime_torus_azure_pyramid.png,"('c', 'p')","('k', 'a')"
"('brown', 'pyramid', 'lime', 'pyramid')","('lime', 'pyramid', 'brown', 'pyramid')",images/brown_pyramid_lime_pyramid.png,images/lime_pyramid_brown_pyramid.png,"('a', 'd')","('f', 'r')"
"('brown', 'pyramid', 'azure', 'prism')","('azure', 'pyramid', 'brown', 'prism')",images/brown_pyramid_azure_prism.png,images/azure_pyramid_brown_prism.png,"('l', 't')","('p', 'g')"
"('orange', 'pyramid', 'lime', 'torus')","('lime', 'pyramid', 'orange', 'torus')",images/orange_pyramid_lime_torus.png,images/lime_pyramid_orange_torus.png,"('v', 'a')","('u', 'i')"
"('gold', 'prism', 'lime', 'pyramid')","('lime', 'prism', 'gold', 'pyramid')",images/gold_prism_lime_pyramid.png,images/lime_prism_gold_pyramid.png,"('h', 'f')","('y', 'n')"
"('lime', 'torus', 'azure', 'prism')","('azure', 'torus', 'lime', 'prism')",images/lime_torus_azure_prism.png,images/azure_torus_lime_prism.png,"('b', 's')","('c', 't')"
"('gold', 'pyramid', 'orange', 'pyramid')","('orange', 'pyramid', 'gold', 'pyramid')",images/gold_pyramid_orange_pyramid.png,images/orange_pyramid_gold_pyramid.png,"('f', 'g')","('s', 'd')"
"('brown', 'pyramid', 'pink', 'prism')","('pink', 'pyramid', 'brown', 'prism')",images/brown_pyramid_pink_prism.png,images/pink_pyramid_brown_prism.png,"('e', 'i')","('f', 'j')"
"('lime', 'prism', 'azure', 'pyramid')","('azure', 'prism', 'lime', 'pyramid')",images/lime_prism_azure_pyramid.png,images/azure_prism_lime_pyramid.png,"('b', 's')","('i', 'm')"
"('gold', 'torus', 'lime', 'prism')","('lime', 'torus', 'gold', 'prism')",images/gold_torus_lime_prism.png,images/lime_torus_gold_prism.png,"('y', 'l')","('h', 'x')"
"('lime', 'pyramid', 'brown', 'torus')","('brown', 'pyramid', 'lime', 'torus')",images/lime_pyramid_brown_torus.png,images/brown_pyramid_lime_torus.png,"('f', 'v')","('t', 'g')"
"('lime', 'torus', 'orange', 'pyramid')","('orange', 'torus', 'lime', 'pyramid')",images/lime_torus_orange_pyramid.png,images/orange_torus_lime_pyramid.png,"('l', 'f')","('d', 'j')"
"('pink', 'pyramid', 'gold', 'torus')","('gold', 'pyramid', 'pink', 'torus')",images/pink_pyramid_gold_torus.png,images/gold_pyramid_pink_torus.png,"('d', 'a')","('i', 't')"
"('azure', 'prism', 'lime', 'pyramid')","('lime', 'prism', 'azure', 'pyramid')",images/azure_prism_lime_pyramid.png,images/lime_prism_azure_pyramid.png,"('k', 'x')","('t', 'j')"
"('gold', 'pyramid', 'brown', 'prism')","('brown', 'pyramid', 'gold', 'prism')",images/gold_pyramid_brown_prism.png,images/brown_pyramid_gold_prism.png,"('j', 'x')","('a', 's')"
"('brown', 'pyramid', 'gold', 'prism')","('gold', 'pyramid', 'brown', 'prism')",images/brown_pyramid_gold_prism.png,images/gold_pyramid_brown_prism.png,"('d', 'a')","('v', 'h')"
"('brown', 'prism', 'gold', 'torus')","('gold', 'prism', 'brown', 'torus')",images/brown_prism_gold_torus.png,images/gold_prism_brown_torus.png,"('v', 'n')","('w', 'd')"
"('lime', 'pyramid', 'azure', 'pyramid')","('azure', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_azure_pyramid.png,images/azure_pyramid_lime_pyramid.png,"('x', 'o')","('w', 'g')"
"('brown', 'prism', 'pink', 'pyramid')","('pink', 'prism', 'brown', 'pyramid')",images/brown_prism_pink_pyramid.png,images/pink_prism_brown_pyramid.png,"('n', 'j')","('b', 't')"
"('orange', 'pyramid', 'gold', 'torus')","('gold', 'pyramid', 'orange', 'torus')",images/orange_pyramid_gold_torus.png,images/gold_pyramid_orange_torus.png,"('c', 'j')","('l', 'm')"
"('orange', 'torus', 'brown', 'pyramid')","('brown', 'torus', 'orange', 'pyramid')",images/orange_torus_brown_pyramid.png,images/brown_torus_orange_pyramid.png,"('y', 'j')","('c', 'm')"
"('brown', 'torus', 'azure', 'pyramid')","('azure', 'torus', 'brown', 'pyramid')",images/brown_torus_azure_pyramid.png,images/azure_torus_brown_pyramid.png,"('l', 'i')","('u', 'x')"
"('orange', 'prism', 'lime', 'torus')","('lime', 'prism', 'orange', 'torus')",images/orange_prism_lime_torus.png,images/lime_prism_orange_torus.png,"('p', 'o')","('i', 'n')"
"('pink', 'pyramid', 'orange', 'pyramid')","('orange', 'pyramid', 'pink', 'pyramid')",images/pink_pyramid_orange_pyramid.png,images/orange_pyramid_pink_pyramid.png,"('b', 'p')","('o', 't')"
"('azure', 'torus', 'pink', 'pyramid')","('pink', 'torus', 'azure', 'pyramid')",images/azure_torus_pink_pyramid.png,images/pink_torus_azure_pyramid.png,"('s', 'u')","('b', 'd')"
"('lime', 'pyramid', 'brown', 'pyramid')","('brown', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_brown_pyramid.png,images/brown_pyramid_lime_pyramid.png,"('e', 't')","('n', 'r')"
"('brown', 'pyramid', 'azure', 'prism')","('azure', 'pyramid', 'brown', 'prism')",images/brown_pyramid_azure_prism.png,images/azure_pyramid_brown_prism.png,"('r', 'v')","('f', 'h')"
"('brown', 'pyramid', 'pink', 'torus')","('pink', 'pyramid', 'brown', 'torus')",images/brown_pyramid_pink_torus.png,images/pink_pyramid_brown_torus.png,"('d', 'm')","('z', 'v')"
"('pink', 'prism', 'lime', 'pyramid')","('lime', 'prism', 'pink', 'pyramid')",images/pink_prism_lime_pyramid.png,images/lime_prism_pink_pyramid.png,"('y', 'j')","('m', 'l')"
"('brown', 'torus', 'lime', 'prism')","('lime', 'torus', 'brown', 'prism')",images/brown_torus_lime_prism.png,images/lime_torus_brown_prism.png,"('y', 'v')","('m', 'h')"
"('gold', 'pyramid', 'azure', 'pyramid')","('azure', 'pyramid', 'gold', 'pyramid')",images/gold_pyramid_azure_pyramid.png,images/azure_pyramid_gold_pyramid.png,"('d', 'o')","('s', 'z')"
"('azure', 'pyramid', 'pink', 'prism')","('pink', 'pyramid', 'azure', 'prism')",images/azure_pyramid_pink_prism.png,images/pink_pyramid_azure_prism.png,"('f', 'c')","('z', 'p')"
"('gold', 'prism', 'orange', 'pyramid')","('orange', 'prism', 'gold', 'pyramid')",images/gold_prism_orange_pyramid.png,images/orange_prism_gold_pyramid.png,"('u', 'a')","('j', 'f')"
"('gold', 'torus', 'pink', 'prism')","('pink', 'torus', 'gold', 'prism')",images/gold_torus_pink_prism.png,images/pink_torus_gold_prism.png,"('j', 'y')","('d', 'z')"
"('azure', 'pyramid', 'brown', 'torus')","('brown', 'pyramid', 'azure', 'torus')",images/azure_pyramid_brown_torus.png,images/brown_pyramid_azure_torus.png,"('a', 'r')","('s', 't')"
"('gold', 'torus', 'pink', 'pyramid')","('pink', 'torus', 'gold', 'pyramid')",images/gold_torus_pink_pyramid.png,images/pink_torus_gold_pyramid.png,"('k', 'r')","('p', 'h')"
"('brown', 'pyramid', 'lime', 'torus')","('lime', 'pyramid', 'brown', 'torus')",images/brown_pyramid_lime_torus.png,images/lime_pyramid_brown_torus.png,"('r', 'u')","('n', 'x')"
"('pink', 'prism', 'azure', 'pyramid')","('azure', 'prism', 'pink', 'pyramid')",images/pink_prism_azure_pyramid.png,images/azure_prism_pink_pyramid.png,"('o', 't')","('x', 'z')"
"('lime', 'pyramid', 'pink', 'prism')","('pink', 'pyramid', 'lime', 'prism')",images/lime_pyramid_pink_prism.png,images/pink_pyramid_lime_prism.png,"('d', 'p')","('t', 'w')"
"('brown', 'pyramid', 'gold', 'prism')","('gold', 'pyramid', 'brown', 'prism')",images/brown_pyramid_gold_prism.png,images/gold_pyramid_brown_prism.png,"('e', 'l')","('s', 'w')"
"('pink', 'prism', 'brown', 'torus')","('brown', 'prism', 'pink', 'torus')",images/pink_prism_brown_torus.png,images/brown_prism_pink_torus.png,"('k', 'l')","('w', 'g')"
"('pink', 'pyramid', 'azure', 'pyramid')","('azure', 'pyramid', 'pink', 'pyramid')",images/pink_pyramid_azure_pyramid.png,images/azure_pyramid_pink_pyramid.png,"('x', 'n')","('h', 'q')"
"('azure', 'prism', 'brown', 'pyramid')","('brown', 'prism', 'azure', 'pyramid')",images/azure_prism_brown_pyramid.png,images/brown_prism_azure_pyramid.png,"('n', 'r')","('o', 'd')"
"('gold', 'pyramid', 'brown', 'torus')","('brown', 'pyramid', 'gold', 'torus')",images/gold_pyramid_brown_torus.png,images/brown_pyramid_gold_torus.png,"('b', 'h')","('k', 'p')"
"('azure', 'torus', 'pink', 'pyramid')","('pink', 'torus', 'azure', 'pyramid')",images/azure_torus_pink_pyramid.png,images/pink_torus_azure_pyramid.png,"('j', 'g')","('n', 'x')"
"('gold', 'torus', 'orange', 'pyramid')","('orange', 'torus', 'gold', 'pyramid')",images/gold_torus_orange_pyramid.png,images/orange_torus_gold_pyramid.png,"('i', 'v')","('s', 'f')"
