image1,image2,img1_path,img2_path,img1_items,img2_items
"('gold', 'prism', 'pink', 'torus')","('orange', 'pyramid', 'brown', 'pyramid')",images/gold_prism_pink_torus.png,images/orange_pyramid_brown_pyramid.png,"('k', 'a')","('s', 'j')"
"('orange', 'torus', 'pink', 'pyramid')","('lime', 'pyramid', 'brown', 'prism')",images/orange_torus_pink_pyramid.png,images/lime_pyramid_brown_prism.png,"('s', 'b')","('o', 'z')"
"('azure', 'torus', 'pink', 'pyramid')","('orange', 'prism', 'brown', 'pyramid')",images/azure_torus_pink_pyramid.png,images/orange_prism_brown_pyramid.png,"('q', 'e')","('x', 'u')"
"('pink', 'pyramid', 'gold', 'pyramid')","('brown', 'torus', 'lime', 'prism')",images/pink_pyramid_gold_pyramid.png,images/brown_torus_lime_prism.png,"('j', 'z')","('l', 'e')"
"('gold', 'prism', 'orange', 'pyramid')","('azure', 'pyramid', 'brown', 'torus')",images/gold_prism_orange_pyramid.png,images/azure_pyramid_brown_torus.png,"('u', 'z')","('o', 'm')"
"('brown', 'pyramid', 'lime', 'prism')","('azure', 'torus', 'orange', 'pyramid')",images/brown_pyramid_lime_prism.png,images/azure_torus_orange_pyramid.png,"('a', 'm')","('e', 'o')"
"('orange', 'prism', 'gold', 'pyramid')","('brown', 'pyramid', 'azure', 'torus')",images/orange_prism_gold_pyramid.png,images/brown_pyramid_azure_torus.png,"('m', 'h')","('b', 'v')"
"('gold', 'torus', 'brown', 'pyramid')","('orange', 'prism', 'azure', 'pyramid')",images/gold_torus_brown_pyramid.png,images/orange_prism_azure_pyramid.png,"('g', 'c')","('l', 's')"
"('pink', 'torus', 'brown', 'pyramid')","('lime', 'pyramid', 'orange', 'prism')",images/pink_torus_brown_pyramid.png,images/lime_pyramid_orange_prism.png,"('w', 'p')","('d', 'x')"
"('lime', 'pyramid', 'pink', 'torus')","('azure', 'pyramid', 'gold', 'prism')",images/lime_pyramid_pink_torus.png,images/azure_pyramid_gold_prism.png,"('h', 'z')","('r', 'g')"
"('gold', 'pyramid', 'orange', 'pyramid')","('pink', 'prism', 'lime', 'torus')",images/gold_pyramid_orange_pyramid.png,images/pink_prism_lime_torus.png,"('v', 'w')","('x', 'm')"
"('brown', 'prism', 'pink', 'torus')","('orange', 'pyramid', 'lime', 'pyramid')",images/brown_prism_pink_torus.png,images/orange_pyramid_lime_pyramid.png,"('n', 't')","('k', 'b')"
"('pink', 'pyramid', 'brown', 'torus')","('gold', 'prism', 'lime', 'pyramid')",images/pink_pyramid_brown_torus.png,images/gold_prism_lime_pyramid.png,"('x', 'k')","('o', 'q')"
"('lime', 'pyramid', 'pink', 'prism')","('orange', 'pyramid', 'gold', 'torus')",images/lime_pyramid_pink_prism.png,images/orange_pyramid_gold_torus.png,"('v', 'l')","('s', 'i')"
"('lime', 'prism', 'pink', 'pyramid')","('gold', 'torus', 'azure', 'pyramid')",images/lime_prism_pink_pyramid.png,images/gold_torus_azure_pyramid.png,"('e', 'h')","('l', 'm')"
"('azure', 'prism', 'gold', 'pyramid')","('orange', 'torus', 'lime', 'pyramid')",images/azure_prism_gold_pyramid.png,images/orange_torus_lime_pyramid.png,"('l', 's')","('i', 'w')"
"('gold', 'pyramid', 'brown', 'pyramid')","('pink', 'prism', 'orange', 'torus')",images/gold_pyramid_brown_pyramid.png,images/pink_prism_orange_torus.png,"('b', 'x')","('d', 'j')"
"('orange', 'torus', 'brown', 'prism')","('pink', 'pyramid', 'azure', 'pyramid')",images/orange_torus_brown_prism.png,images/pink_pyramid_azure_pyramid.png,"('p', 'c')","('r', 'w')"
"('gold', 'pyramid', 'brown', 'prism')","('orange', 'torus', 'pink', 'pyramid')",images/gold_pyramid_brown_prism.png,images/orange_torus_pink_pyramid.png,"('s', 'a')","('v', 'b')"
"('gold', 'torus', 'orange', 'prism')","('lime', 'pyramid', 'azure', 'pyramid')",images/gold_torus_orange_prism.png,images/lime_pyramid_azure_pyramid.png,"('z', 'e')","('t', 'u')"
"('orange', 'pyramid', 'lime', 'torus')","('pink', 'pyramid', 'azure', 'prism')",images/orange_pyramid_lime_torus.png,images/pink_pyramid_azure_prism.png,"('l', 'y')","('j', 'w')"
"('orange', 'pyramid', 'gold', 'prism')","('brown', 'pyramid', 'lime', 'torus')",images/orange_pyramid_gold_prism.png,images/brown_pyramid_lime_torus.png,"('l', 'x')","('r', 'k')"
"('orange', 'pyramid', 'brown', 'torus')","('gold', 'prism', 'lime', 'pyramid')",images/orange_pyramid_brown_torus.png,images/gold_prism_lime_pyramid.png,"('j', 'u')","('n', 'y')"
"('orange', 'pyramid', 'pink', 'pyramid')","('azure', 'torus', 'gold', 'prism')",images/orange_pyramid_pink_pyramid.png,images/azure_torus_gold_prism.png,"('l', 'v')","('w', 'z')"
"('pink', 'prism', 'orange', 'torus')","('gold', 'pyramid', 'lime', 'pyramid')",images/pink_prism_orange_torus.png,images/gold_pyramid_lime_pyramid.png,"('f', 'e')","('p', 'w')"
"('pink', 'torus', 'gold', 'pyramid')","('lime', 'pyramid', 'brown', 'prism')",images/pink_torus_gold_pyramid.png,images/lime_pyramid_brown_prism.png,"('c', 'q')","('g', 'r')"
"('orange', 'torus', 'gold', 'pyramid')","('azure', 'prism', 'brown', 'pyramid')",images/orange_torus_gold_pyramid.png,images/azure_prism_brown_pyramid.png,"('h', 'r')","('o', 's')"
"('orange', 'pyramid', 'brown', 'pyramid')","('pink', 'torus', 'lime', 'prism')",images/orange_pyramid_brown_pyramid.png,images/pink_torus_lime_prism.png,"('t', 'c')","('z', 'q')"
"('brown', 'prism', 'lime', 'pyramid')","('gold', 'pyramid', 'pink', 'torus')",images/brown_prism_lime_pyramid.png,images/gold_pyramid_pink_torus.png,"('c', 'e')","('t', 'u')"
"('brown', 'pyramid', 'gold', 'prism')","('lime', 'torus', 'azure', 'pyramid')",images/brown_pyramid_gold_prism.png,images/lime_torus_azure_pyramid.png,"('y', 't')","('b', 'c')"
"('azure', 'prism', 'gold', 'pyramid')","('brown', 'pyramid', 'pink', 'torus')",images/azure_prism_gold_pyramid.png,images/brown_pyramid_pink_torus.png,"('z', 'k')","('r', 'f')"
"('brown', 'torus', 'orange', 'pyramid')","('pink', 'prism', 'azure', 'pyramid')",images/brown_torus_orange_pyramid.png,images/pink_prism_azure_pyramid.png,"('n', 'j')","('m', 'k')"
"('brown', 'torus', 'azure', 'pyramid')","('lime', 'pyramid', 'pink', 'prism')",images/brown_torus_azure_pyramid.png,images/lime_pyramid_pink_prism.png,"('a', 'k')","('h', 't')"
"('lime', 'pyramid', 'gold', 'torus')","('brown', 'pyramid', 'azure', 'prism')",images/lime_pyramid_gold_torus.png,images/brown_pyramid_azure_prism.png,"('x', 'h')","('u', 'l')"
"('gold', 'pyramid', 'pink', 'pyramid')","('brown', 'prism', 'lime', 'torus')",images/gold_pyramid_pink_pyramid.png,images/brown_prism_lime_torus.png,"('v', 'h')","('n', 'f')"
"('brown', 'prism', 'azure', 'torus')","('gold', 'pyramid', 'orange', 'pyramid')",images/brown_prism_azure_torus.png,images/gold_pyramid_orange_pyramid.png,"('i', 'q')","('l', 't')"
"('azure', 'pyramid', 'gold', 'torus')","('brown', 'prism', 'lime', 'pyramid')",images/azure_pyramid_gold_torus.png,images/brown_prism_lime_pyramid.png,"('r', 'i')","('c', 'd')"
"('lime', 'pyramid', 'orange', 'prism')","('pink', 'pyramid', 'azure', 'torus')",images/lime_pyramid_orange_prism.png,images/pink_pyramid_azure_torus.png,"('m', 'd')","('v', 'p')"
"('lime', 'prism', 'brown', 'pyramid')","('orange', 'torus', 'pink', 'pyramid')",images/lime_prism_brown_pyramid.png,images/orange_torus_pink_pyramid.png,"('n', 'g')","('q', 'f')"
"('gold', 'prism', 'azure', 'pyramid')","('orange', 'torus', 'pink', 'pyramid')",images/gold_prism_azure_pyramid.png,images/orange_torus_pink_pyramid.png,"('z', 'v')","('a', 'f')"
"('pink', 'pyramid', 'gold', 'pyramid')","('azure', 'prism', 'brown', 'torus')",images/pink_pyramid_gold_pyramid.png,images/azure_prism_brown_torus.png,"('f', 'p')","('i', 'z')"
"('orange', 'torus', 'azure', 'prism')","('gold', 'pyramid', 'lime', 'pyramid')",images/orange_torus_azure_prism.png,images/gold_pyramid_lime_pyramid.png,"('c', 'z')","('w', 'g')"
"('orange', 'pyramid', 'pink', 'prism')","('lime', 'torus', 'azure', 'pyramid')",images/orange_pyramid_pink_prism.png,images/lime_torus_azure_pyramid.png,"('c', 'p')","('k', 'a')"
"('pink', 'torus', 'azure', 'prism')","('lime', 'pyramid', 'brown', 'pyramid')",images/pink_torus_azure_prism.png,images/lime_pyramid_brown_pyramid.png,"('a', 'd')","('f', 'r')"
"('pink', 'pyramid', 'orange', 'torus')","('azure', 'pyramid', 'brown', 'prism')",images/pink_pyramid_orange_torus.png,images/azure_pyramid_brown_prism.png,"('l', 't')","('p', 'g')"
"('azure', 'pyramid', 'gold', 'prism')","('lime', 'pyramid', 'orange', 'torus')",images/azure_pyramid_gold_prism.png,images/lime_pyramid_orange_torus.png,"('v', 'a')","('u', 'i')"
"('orange', 'pyramid', 'brown', 'torus')","('lime', 'prism', 'gold', 'pyramid')",images/orange_pyramid_brown_torus.png,images/lime_prism_gold_pyramid.png,"('h', 'f')","('y', 'n')"
"('gold', 'pyramid', 'orange', 'pyramid')","('azure', 'torus', 'lime', 'prism')",images/gold_pyramid_orange_pyramid.png,images/azure_torus_lime_prism.png,"('b', 's')","('c', 't')"
"('lime', 'prism', 'azure', 'torus')","('orange', 'pyramid', 'gold', 'pyramid')",images/lime_prism_azure_torus.png,images/orange_pyramid_gold_pyramid.png,"('f', 'g')","('s', 'd')"
"('lime', 'torus', 'orange', 'pyramid')","('pink', 'pyramid', 'brown', 'prism')",images/lime_torus_orange_pyramid.png,images/pink_pyramid_brown_prism.png,"('e', 'i')","('f', 'j')"
"('gold', 'torus', 'pink', 'pyramid')","('azure', 'prism', 'lime', 'pyramid')",images/gold_torus_pink_pyramid.png,images/azure_prism_lime_pyramid.png,"('b', 's')","('i', 'm')"
"('azure', 'pyramid', 'orange', 'pyramid')","('lime', 'torus', 'gold', 'prism')",images/azure_pyramid_orange_pyramid.png,images/lime_torus_gold_prism.png,"('y', 'l')","('h', 'x')"
"('azure', 'prism', 'orange', 'pyramid')","('brown', 'pyramid', 'lime', 'torus')",images/azure_prism_orange_pyramid.png,images/brown_pyramid_lime_torus.png,"('f', 'v')","('t', 'g')"
"('azure', 'pyramid', 'pink', 'prism')","('orange', 'torus', 'lime', 'pyramid')",images/azure_pyramid_pink_prism.png,images/orange_torus_lime_pyramid.png,"('l', 'f')","('d', 'j')"
"('lime', 'prism', 'orange', 'pyramid')","('gold', 'pyramid', 'pink', 'torus')",images/lime_prism_orange_pyramid.png,images/gold_pyramid_pink_torus.png,"('d', 'a')","('i', 't')"
"('orange', 'torus', 'gold', 'pyramid')","('lime', 'prism', 'azure', 'pyramid')",images/orange_torus_gold_pyramid.png,images/lime_prism_azure_pyramid.png,"('k', 'x')","('t', 'j')"
"('pink', 'torus', 'azure', 'pyramid')","('brown', 'pyramid', 'gold', 'prism')",images/pink_torus_azure_pyramid.png,images/brown_pyramid_gold_prism.png,"('j', 'x')","('a', 's')"
"('azure', 'pyramid', 'pink', 'torus')","('gold', 'pyramid', 'brown', 'prism')",images/azure_pyramid_pink_torus.png,images/gold_pyramid_brown_prism.png,"('d', 'a')","('v', 'h')"
"('azure', 'pyramid', 'lime', 'pyramid')","('gold', 'prism', 'brown', 'torus')",images/azure_pyramid_lime_pyramid.png,images/gold_prism_brown_torus.png,"('v', 'n')","('w', 'd')"
"('orange', 'prism', 'gold', 'torus')","('azure', 'pyramid', 'lime', 'pyramid')",images/orange_prism_gold_torus.png,images/azure_pyramid_lime_pyramid.png,"('x', 'o')","('w', 'g')"
"('orange', 'pyramid', 'lime', 'torus')","('pink', 'prism', 'brown', 'pyramid')",images/orange_pyramid_lime_torus.png,images/pink_prism_brown_pyramid.png,"('n', 'j')","('b', 't')"
"('azure', 'pyramid', 'pink', 'prism')","('gold', 'pyramid', 'orange', 'torus')",images/azure_pyramid_pink_prism.png,images/gold_pyramid_orange_torus.png,"('c', 'j')","('l', 'm')"
"('gold', 'prism', 'pink', 'pyramid')","('brown', 'torus', 'orange', 'pyramid')",images/gold_prism_pink_pyramid.png,images/brown_torus_orange_pyramid.png,"('y', 'j')","('c', 'm')"
"('orange', 'prism', 'lime', 'pyramid')","('azure', 'torus', 'brown', 'pyramid')",images/orange_prism_lime_pyramid.png,images/azure_torus_brown_pyramid.png,"('l', 'i')","('u', 'x')"
"('azure', 'pyramid', 'brown', 'pyramid')","('lime', 'prism', 'orange', 'torus')",images/azure_pyramid_brown_pyramid.png,images/lime_prism_orange_torus.png,"('p', 'o')","('i', 'n')"
"('gold', 'torus', 'lime', 'prism')","('orange', 'pyramid', 'pink', 'pyramid')",images/gold_torus_lime_prism.png,images/orange_pyramid_pink_pyramid.png,"('b', 'p')","('o', 't')"
"('brown', 'pyramid', 'lime', 'prism')","('pink', 'torus', 'azure', 'pyramid')",images/brown_pyramid_lime_prism.png,images/pink_torus_azure_pyramid.png,"('s', 'u')","('b', 'd')"
"('orange', 'torus', 'pink', 'prism')","('brown', 'pyramid', 'lime', 'pyramid')",images/orange_torus_pink_prism.png,images/brown_pyramid_lime_pyramid.png,"('e', 't')","('n', 'r')"
"('lime', 'pyramid', 'pink', 'torus')","('azure', 'pyramid', 'brown', 'prism')",images/lime_pyramid_pink_torus.png,images/azure_pyramid_brown_prism.png,"('r', 'v')","('f', 'h')"
"('azure', 'pyramid', 'lime', 'prism')","('pink', 'pyramid', 'brown', 'torus')",images/azure_pyramid_lime_prism.png,images/pink_pyramid_brown_torus.png,"('d', 'm')","('z', 'v')"
"('azure', 'pyramid', 'orange', 'torus')","('lime', 'prism', 'pink', 'pyramid')",images/azure_pyramid_orange_torus.png,images/lime_prism_pink_pyramid.png,"('y', 'j')","('m', 'l')"
"('azure', 'pyramid', 'orange', 'pyramid')","('lime', 'torus', 'brown', 'prism')",images/azure_pyramid_orange_pyramid.png,images/lime_torus_brown_prism.png,"('y', 'v')","('m', 'h')"
"('pink', 'prism', 'orange', 'torus')","('azure', 'pyramid', 'gold', 'pyramid')",images/pink_prism_orange_torus.png,images/azure_pyramid_gold_pyramid.png,"('d', 'o')","('s', 'z')"
"('lime', 'torus', 'gold', 'pyramid')","('pink', 'pyramid', 'azure', 'prism')",images/lime_torus_gold_pyramid.png,images/pink_pyramid_azure_prism.png,"('f', 'c')","('z', 'p')"
"('pink', 'torus', 'lime', 'pyramid')","('orange', 'prism', 'gold', 'pyramid')",images/pink_torus_lime_pyramid.png,images/orange_prism_gold_pyramid.png,"('u', 'a')","('j', 'f')"
"('brown', 'pyramid', 'lime', 'pyramid')","('pink', 'torus', 'gold', 'prism')",images/brown_pyramid_lime_pyramid.png,images/pink_torus_gold_prism.png,"('j', 'y')","('d', 'z')"
"('orange', 'prism', 'pink', 'pyramid')","('brown', 'pyramid', 'azure', 'torus')",images/orange_prism_pink_pyramid.png,images/brown_pyramid_azure_torus.png,"('a', 'r')","('s', 't')"
"('lime', 'pyramid', 'orange', 'prism')","('pink', 'torus', 'gold', 'pyramid')",images/lime_pyramid_orange_prism.png,images/pink_torus_gold_pyramid.png,"('k', 'r')","('p', 'h')"
"('azure', 'prism', 'gold', 'pyramid')","('lime', 'pyramid', 'brown', 'torus')",images/azure_prism_gold_pyramid.png,images/lime_pyramid_brown_torus.png,"('r', 'u')","('n', 'x')"
"('gold', 'torus', 'brown', 'pyramid')","('azure', 'prism', 'pink', 'pyramid')",images/gold_torus_brown_pyramid.png,images/azure_prism_pink_pyramid.png,"('o', 't')","('x', 'z')"
"('brown', 'torus', 'azure', 'pyramid')","('pink', 'pyramid', 'lime', 'prism')",images/brown_torus_azure_pyramid.png,images/pink_pyramid_lime_prism.png,"('d', 'p')","('t', 'w')"
"('lime', 'pyramid', 'orange', 'torus')","('gold', 'pyramid', 'brown', 'prism')",images/lime_pyramid_orange_torus.png,images/gold_pyramid_brown_prism.png,"('e', 'l')","('s', 'w')"
"('gold', 'pyramid', 'orange', 'pyramid')","('brown', 'prism', 'pink', 'torus')",images/gold_pyramid_orange_pyramid.png,images/brown_prism_pink_torus.png,"('k', 'l')","('w', 'g')"
"('lime', 'prism', 'orange', 'torus')","('azure', 'pyramid', 'pink', 'pyramid')",images/lime_prism_orange_torus.png,images/azure_pyramid_pink_pyramid.png,"('x', 'n')","('h', 'q')"
"('gold', 'pyramid', 'orange', 'torus')","('brown', 'prism', 'azure', 'pyramid')",images/gold_pyramid_orange_torus.png,images/brown_prism_azure_pyramid.png,"('n', 'r')","('o', 'd')"
"('lime', 'pyramid', 'pink', 'prism')","('brown', 'pyramid', 'gold', 'torus')",images/lime_pyramid_pink_prism.png,images/brown_pyramid_gold_torus.png,"('b', 'h')","('k', 'p')"
"('gold', 'prism', 'brown', 'pyramid')","('pink', 'torus', 'azure', 'pyramid')",images/gold_prism_brown_pyramid.png,images/pink_torus_azure_pyramid.png,"('j', 'g')","('n', 'x')"
"('pink', 'prism', 'azure', 'pyramid')","('orange', 'torus', 'gold', 'pyramid')",images/pink_prism_azure_pyramid.png,images/orange_torus_gold_pyramid.png,"('i', 'v')","('s', 'f')"
