image1,image2,img1_path,img2_path,img1_items,img2_items
"('brown', 'prism', 'lime', 'pyramid')","('lime', 'pyramid', 'brown', 'prism')",images/brown_prism_lime_pyramid.png,images/lime_pyramid_brown_prism.png,"('s', 'b')","('o', 'z')"
"('brown', 'pyramid', 'orange', 'prism')","('orange', 'prism', 'brown', 'pyramid')",images/brown_pyramid_orange_prism.png,images/orange_prism_brown_pyramid.png,"('q', 'e')","('x', 'u')"
"('lime', 'prism', 'brown', 'torus')","('brown', 'torus', 'lime', 'prism')",images/lime_prism_brown_torus.png,images/brown_torus_lime_prism.png,"('j', 'z')","('l', 'e')"
"('brown', 'torus', 'azure', 'pyramid')","('azure', 'pyramid', 'brown', 'torus')",images/brown_torus_azure_pyramid.png,images/azure_pyramid_brown_torus.png,"('u', 'z')","('o', 'm')"
"('orange', 'pyramid', 'azure', 'torus')","('azure', 'torus', 'orange', 'pyramid')",images/orange_pyramid_azure_torus.png,images/azure_torus_orange_pyramid.png,"('a', 'm')","('e', 'o')"
"('azure', 'torus', 'brown', 'pyramid')","('brown', 'pyramid', 'azure', 'torus')",images/azure_torus_brown_pyramid.png,images/brown_pyramid_azure_torus.png,"('m', 'h')","('b', 'v')"
"('azure', 'pyramid', 'orange', 'prism')","('orange', 'prism', 'azure', 'pyramid')",images/azure_pyramid_orange_prism.png,images/orange_prism_azure_pyramid.png,"('g', 'c')","('l', 's')"
"('orange', 'prism', 'lime', 'pyramid')","('lime', 'pyramid', 'orange', 'prism')",images/orange_prism_lime_pyramid.png,images/lime_pyramid_orange_prism.png,"('w', 'p')","('d', 'x')"
"('gold', 'prism', 'azure', 'pyramid')","('azure', 'pyramid', 'gold', 'prism')",images/gold_prism_azure_pyramid.png,images/azure_pyramid_gold_prism.png,"('h', 'z')","('r', 'g')"
"('lime', 'torus', 'pink', 'prism')","('pink', 'prism', 'lime', 'torus')",images/lime_torus_pink_prism.png,images/pink_prism_lime_torus.png,"('v', 'w')","('x', 'm')"
"('lime', 'pyramid', 'orange', 'pyramid')","('orange', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_orange_pyramid.png,images/orange_pyramid_lime_pyramid.png,"('n', 't')","('k', 'b')"
"('lime', 'pyramid', 'gold', 'prism')","('gold', 'prism', 'lime', 'pyramid')",images/lime_pyramid_gold_prism.png,images/gold_prism_lime_pyramid.png,"('x', 'k')","('o', 'q')"
"('gold', 'torus', 'orange', 'pyramid')","('orange', 'pyramid', 'gold', 'torus')",images/gold_torus_orange_pyramid.png,images/orange_pyramid_gold_torus.png,"('v', 'l')","('s', 'i')"
"('azure', 'pyramid', 'gold', 'torus')","('gold', 'torus', 'azure', 'pyramid')",images/azure_pyramid_gold_torus.png,images/gold_torus_azure_pyramid.png,"('e', 'h')","('l', 'm')"
"('lime', 'pyramid', 'orange', 'torus')","('orange', 'torus', 'lime', 'pyramid')",images/lime_pyramid_orange_torus.png,images/orange_torus_lime_pyramid.png,"('l', 's')","('i', 'w')"
"('orange', 'torus', 'pink', 'prism')","('pink', 'prism', 'orange', 'torus')",images/orange_torus_pink_prism.png,images/pink_prism_orange_torus.png,"('b', 'x')","('d', 'j')"
"('azure', 'pyramid', 'pink', 'pyramid')","('pink', 'pyramid', 'azure', 'pyramid')",images/azure_pyramid_pink_pyramid.png,images/pink_pyramid_azure_pyramid.png,"('p', 'c')","('r', 'w')"
"('pink', 'pyramid', 'orange', 'torus')","('orange', 'torus', 'pink', 'pyramid')",images/pink_pyramid_orange_torus.png,images/orange_torus_pink_pyramid.png,"('s', 'a')","('v', 'b')"
"('azure', 'pyramid', 'lime', 'pyramid')","('lime', 'pyramid', 'azure', 'pyramid')",images/azure_pyramid_lime_pyramid.png,images/lime_pyramid_azure_pyramid.png,"('z', 'e')","('t', 'u')"
"('azure', 'prism', 'pink', 'pyramid')","('pink', 'pyramid', 'azure', 'prism')",images/azure_prism_pink_pyramid.png,images/pink_pyramid_azure_prism.png,"('l', 'y')","('j', 'w')"
"('lime', 'torus', 'brown', 'pyramid')","('brown', 'pyramid', 'lime', 'torus')",images/lime_torus_brown_pyramid.png,images/brown_pyramid_lime_torus.png,"('l', 'x')","('r', 'k')"
"('lime', 'pyramid', 'gold', 'prism')","('gold', 'prism', 'lime', 'pyramid')",images/lime_pyramid_gold_prism.png,images/gold_prism_lime_pyramid.png,"('j', 'u')","('n', 'y')"
"('gold', 'prism', 'azure', 'torus')","('azure', 'torus', 'gold', 'prism')",images/gold_prism_azure_torus.png,images/azure_torus_gold_prism.png,"('l', 'v')","('w', 'z')"
"('lime', 'pyramid', 'gold', 'pyramid')","('gold', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_gold_pyramid.png,images/gold_pyramid_lime_pyramid.png,"('f', 'e')","('p', 'w')"
"('brown', 'prism', 'lime', 'pyramid')","('lime', 'pyramid', 'brown', 'prism')",images/brown_prism_lime_pyramid.png,images/lime_pyramid_brown_prism.png,"('c', 'q')","('g', 'r')"
"('brown', 'pyramid', 'azure', 'prism')","('azure', 'prism', 'brown', 'pyramid')",images/brown_pyramid_azure_prism.png,images/azure_prism_brown_pyramid.png,"('h', 'r')","('o', 's')"
"('lime', 'prism', 'pink', 'torus')","('pink', 'torus', 'lime', 'prism')",images/lime_prism_pink_torus.png,images/pink_torus_lime_prism.png,"('t', 'c')","('z', 'q')"
"('pink', 'torus', 'gold', 'pyramid')","('gold', 'pyramid', 'pink', 'torus')",images/pink_torus_gold_pyramid.png,images/gold_pyramid_pink_torus.png,"('c', 'e')","('t', 'u')"
"('azure', 'pyramid', 'lime', 'torus')","('lime', 'torus', 'azure', 'pyramid')",images/azure_pyramid_lime_torus.png,images/lime_torus_azure_pyramid.png,"('y', 't')","('b', 'c')"
"('pink', 'torus', 'brown', 'pyramid')","('brown', 'pyramid', 'pink', 'torus')",images/pink_torus_brown_pyramid.png,images/brown_pyramid_pink_torus.png,"('z', 'k')","('r', 'f')"
"('azure', 'pyramid', 'pink', 'prism')","('pink', 'prism', 'azure', 'pyramid')",images/azure_pyramid_pink_prism.png,images/pink_prism_azure_pyramid.png,"('n', 'j')","('m', 'k')"
"('pink', 'prism', 'lime', 'pyramid')","('lime', 'pyramid', 'pink', 'prism')",images/pink_prism_lime_pyramid.png,images/lime_pyramid_pink_prism.png,"('a', 'k')","('h', 't')"
"('azure', 'prism', 'brown', 'pyramid')","('brown', 'pyramid', 'azure', 'prism')",images/azure_prism_brown_pyramid.png,images/brown_pyramid_azure_prism.png,"('x', 'h')","('u', 'l')"
"('lime', 'torus', 'brown', 'prism')","('brown', 'prism', 'lime', 'torus')",images/lime_torus_brown_prism.png,images/brown_prism_lime_torus.png,"('v', 'h')","('n', 'f')"
"('orange', 'pyramid', 'gold', 'pyramid')","('gold', 'pyramid', 'orange', 'pyramid')",images/orange_pyramid_gold_pyramid.png,images/gold_pyramid_orange_pyramid.png,"('i', 'q')","('l', 't')"
"('lime', 'pyramid', 'brown', 'prism')","('brown', 'prism', 'lime', 'pyramid')",images/lime_pyramid_brown_prism.png,images/brown_prism_lime_pyramid.png,"('r', 'i')","('c', 'd')"
"('azure', 'torus', 'pink', 'pyramid')","('pink', 'pyramid', 'azure', 'torus')",images/azure_torus_pink_pyramid.png,images/pink_pyramid_azure_torus.png,"('m', 'd')","('v', 'p')"
"('pink', 'pyramid', 'orange', 'torus')","('orange', 'torus', 'pink', 'pyramid')",images/pink_pyramid_orange_torus.png,images/orange_torus_pink_pyramid.png,"('n', 'g')","('q', 'f')"
"('pink', 'pyramid', 'orange', 'torus')","('orange', 'torus', 'pink', 'pyramid')",images/pink_pyramid_orange_torus.png,images/orange_torus_pink_pyramid.png,"('z', 'v')","('a', 'f')"
"('brown', 'torus', 'azure', 'prism')","('azure', 'prism', 'brown', 'torus')",images/brown_torus_azure_prism.png,images/azure_prism_brown_torus.png,"('f', 'p')","('i', 'z')"
"('lime', 'pyramid', 'gold', 'pyramid')","('gold', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_gold_pyramid.png,images/gold_pyramid_lime_pyramid.png,"('c', 'z')","('w', 'g')"
"('azure', 'pyramid', 'lime', 'torus')","('lime', 'torus', 'azure', 'pyramid')",images/azure_pyramid_lime_torus.png,images/lime_torus_azure_pyramid.png,"('c', 'p')","('k', 'a')"
"('brown', 'pyramid', 'lime', 'pyramid')","('lime', 'pyramid', 'brown', 'pyramid')",images/brown_pyramid_lime_pyramid.png,images/lime_pyramid_brown_pyramid.png,"('a', 'd')","('f', 'r')"
"('brown', 'prism', 'azure', 'pyramid')","('azure', 'pyramid', 'brown', 'prism')",images/brown_prism_azure_pyramid.png,images/azure_pyramid_brown_prism.png,"('l', 't')","('p', 'g')"
"('orange', 'torus', 'lime', 'pyramid')","('lime', 'pyramid', 'orange', 'torus')",images/orange_torus_lime_pyramid.png,images/lime_pyramid_orange_torus.png,"('v', 'a')","('u', 'i')"
"('gold', 'pyramid', 'lime', 'prism')","('lime', 'prism', 'gold', 'pyramid')",images/gold_pyramid_lime_prism.png,images/lime_prism_gold_pyramid.png,"('h', 'f')","('y', 'n')"
"('lime', 'prism', 'azure', 'torus')","('azure', 'torus', 'lime', 'prism')",images/lime_prism_azure_torus.png,images/azure_torus_lime_prism.png,"('b', 's')","('c', 't')"
"('gold', 'pyramid', 'orange', 'pyramid')","('orange', 'pyramid', 'gold', 'pyramid')",images/gold_pyramid_orange_pyramid.png,images/orange_pyramid_gold_pyramid.png,"('f', 'g')","('s', 'd')"
"('brown', 'prism', 'pink', 'pyramid')","('pink', 'pyramid', 'brown', 'prism')",images/brown_prism_pink_pyramid.png,images/pink_pyramid_brown_prism.png,"('e', 'i')","('f', 'j')"
"('lime', 'pyramid', 'azure', 'prism')","('azure', 'prism', 'lime', 'pyramid')",images/lime_pyramid_azure_prism.png,images/azure_prism_lime_pyramid.png,"('b', 's')","('i', 'm')"
"('gold', 'prism', 'lime', 'torus')","('lime', 'torus', 'gold', 'prism')",images/gold_prism_lime_torus.png,images/lime_torus_gold_prism.png,"('y', 'l')","('h', 'x')"
"('lime', 'torus', 'brown', 'pyramid')","('brown', 'pyramid', 'lime', 'torus')",images/lime_torus_brown_pyramid.png,images/brown_pyramid_lime_torus.png,"('f', 'v')","('t', 'g')"
"('lime', 'pyramid', 'orange', 'torus')","('orange', 'torus', 'lime', 'pyramid')",images/lime_pyramid_orange_torus.png,images/orange_torus_lime_pyramid.png,"('l', 'f')","('d', 'j')"
"('pink', 'torus', 'gold', 'pyramid')","('gold', 'pyramid', 'pink', 'torus')",images/pink_torus_gold_pyramid.png,images/gold_pyramid_pink_torus.png,"('d', 'a')","('i', 't')"
"('azure', 'pyramid', 'lime', 'prism')","('lime', 'prism', 'azure', 'pyramid')",images/azure_pyramid_lime_prism.png,images/lime_prism_azure_pyramid.png,"('k', 'x')","('t', 'j')"
"('gold', 'prism', 'brown', 'pyramid')","('brown', 'pyramid', 'gold', 'prism')",images/gold_prism_brown_pyramid.png,images/brown_pyramid_gold_prism.png,"('j', 'x')","('a', 's')"
"('brown', 'prism', 'gold', 'pyramid')","('gold', 'pyramid', 'brown', 'prism')",images/brown_prism_gold_pyramid.png,images/gold_pyramid_brown_prism.png,"('d', 'a')","('v', 'h')"
"('brown', 'torus', 'gold', 'prism')","('gold', 'prism', 'brown', 'torus')",images/brown_torus_gold_prism.png,images/gold_prism_brown_torus.png,"('v', 'n')","('w', 'd')"
"('lime', 'pyramid', 'azure', 'pyramid')","('azure', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_azure_pyramid.png,images/azure_pyramid_lime_pyramid.png,"('x', 'o')","('w', 'g')"
"('brown', 'pyramid', 'pink', 'prism')","('pink', 'prism', 'brown', 'pyramid')",images/brown_pyramid_pink_prism.png,images/pink_prism_brown_pyramid.png,"('n', 'j')","('b', 't')"
"('orange', 'torus', 'gold', 'pyramid')","('gold', 'pyramid', 'orange', 'torus')",images/orange_torus_gold_pyramid.png,images/gold_pyramid_orange_torus.png,"('c', 'j')","('l', 'm')"
"('orange', 'pyramid', 'brown', 'torus')","('brown', 'torus', 'orange', 'pyramid')",images/orange_pyramid_brown_torus.png,images/brown_torus_orange_pyramid.png,"('y', 'j')","('c', 'm')"
"('brown', 'pyramid', 'azure', 'torus')","('azure', 'torus', 'brown', 'pyramid')",images/brown_pyramid_azure_torus.png,images/azure_torus_brown_pyramid.png,"('l', 'i')","('u', 'x')"
"('orange', 'torus', 'lime', 'prism')","('lime', 'prism', 'orange', 'torus')",images/orange_torus_lime_prism.png,images/lime_prism_orange_torus.png,"('p', 'o')","('i', 'n')"
"('pink', 'pyramid', 'orange', 'pyramid')","('orange', 'pyramid', 'pink', 'pyramid')",images/pink_pyramid_orange_pyramid.png,images/orange_pyramid_pink_pyramid.png,"('b', 'p')","('o', 't')"
"('azure', 'pyramid', 'pink', 'torus')","('pink', 'torus', 'azure', 'pyramid')",images/azure_pyramid_pink_torus.png,images/pink_torus_azure_pyramid.png,"('s', 'u')","('b', 'd')"
"('lime', 'pyramid', 'brown', 'pyramid')","('brown', 'pyramid', 'lime', 'pyramid')",images/lime_pyramid_brown_pyramid.png,images/brown_pyramid_lime_pyramid.png,"('e', 't')","('n', 'r')"
"('brown', 'prism', 'azure', 'pyramid')","('azure', 'pyramid', 'brown', 'prism')",images/brown_prism_azure_pyramid.png,images/azure_pyramid_brown_prism.png,"('r', 'v')","('f', 'h')"
"('brown', 'torus', 'pink', 'pyramid')","('pink', 'pyramid', 'brown', 'torus')",images/brown_torus_pink_pyramid.png,images/pink_pyramid_brown_torus.png,"('d', 'm')","('z', 'v')"
"('pink', 'pyramid', 'lime', 'prism')","('lime', 'prism', 'pink', 'pyramid')",images/pink_pyramid_lime_prism.png,images/lime_prism_pink_pyramid.png,"('y', 'j')","('m', 'l')"
"('brown', 'prism', 'lime', 'torus')","('lime', 'torus', 'brown', 'prism')",images/brown_prism_lime_torus.png,images/lime_torus_brown_prism.png,"('y', 'v')","('m', 'h')"
"('gold', 'pyramid', 'azure', 'pyramid')","('azure', 'pyramid', 'gold', 'pyramid')",images/gold_pyramid_azure_pyramid.png,images/azure_pyramid_gold_pyramid.png,"('d', 'o')","('s', 'z')"
"('azure', 'prism', 'pink', 'pyramid')","('pink', 'pyramid', 'azure', 'prism')",images/azure_prism_pink_pyramid.png,images/pink_pyramid_azure_prism.png,"('f', 'c')","('z', 'p')"
"('gold', 'pyramid', 'orange', 'prism')","('orange', 'prism', 'gold', 'pyramid')",images/gold_pyramid_orange_prism.png,images/orange_prism_gold_pyramid.png,"('u', 'a')","('j', 'f')"
"('gold', 'prism', 'pink', 'torus')","('pink', 'torus', 'gold', 'prism')",images/gold_prism_pink_torus.png,images/pink_torus_gold_prism.png,"('j', 'y')","('d', 'z')"
"('azure', 'torus', 'brown', 'pyramid')","('brown', 'pyramid', 'azure', 'torus')",images/azure_torus_brown_pyramid.png,images/brown_pyramid_azure_torus.png,"('a', 'r')","('s', 't')"
"('gold', 'pyramid', 'pink', 'torus')","('pink', 'torus', 'gold', 'pyramid')",images/gold_pyramid_pink_torus.png,images/pink_torus_gold_pyramid.png,"('k', 'r')","('p', 'h')"
"('brown', 'torus', 'lime', 'pyramid')","('lime', 'pyramid', 'brown', 'torus')",images/brown_torus_lime_pyramid.png,images/lime_pyramid_brown_torus.png,"('r', 'u')","('n', 'x')"
"('pink', 'pyramid', 'azure', 'prism')","('azure', 'prism', 'pink', 'pyramid')",images/pink_pyramid_azure_prism.png,images/azure_prism_pink_pyramid.png,"('o', 't')","('x', 'z')"
"('lime', 'prism', 'pink', 'pyramid')","('pink', 'pyramid', 'lime', 'prism')",images/lime_prism_pink_pyramid.png,images/pink_pyramid_lime_prism.png,"('d', 'p')","('t', 'w')"
"('brown', 'prism', 'gold', 'pyramid')","('gold', 'pyramid', 'brown', 'prism')",images/brown_prism_gold_pyramid.png,images/gold_pyramid_brown_prism.png,"('e', 'l')","('s', 'w')"
"('pink', 'torus', 'brown', 'prism')","('brown', 'prism', 'pink', 'torus')",images/pink_torus_brown_prism.png,images/brown_prism_pink_torus.png,"('k', 'l')","('w', 'g')"
"('pink', 'pyramid', 'azure', 'pyramid')","('azure', 'pyramid', 'pink', 'pyramid')",images/pink_pyramid_azure_pyramid.png,images/azure_pyramid_pink_pyramid.png,"('x', 'n')","('h', 'q')"
"('azure', 'pyramid', 'brown', 'prism')","('brown', 'prism', 'azure', 'pyramid')",images/azure_pyramid_brown_prism.png,images/brown_prism_azure_pyramid.png,"('n', 'r')","('o', 'd')"
"('gold', 'torus', 'brown', 'pyramid')","('brown', 'pyramid', 'gold', 'torus')",images/gold_torus_brown_pyramid.png,images/brown_pyramid_gold_torus.png,"('b', 'h')","('k', 'p')"
"('azure', 'pyramid', 'pink', 'torus')","('pink', 'torus', 'azure', 'pyramid')",images/azure_pyramid_pink_torus.png,images/pink_torus_azure_pyramid.png,"('j', 'g')","('n', 'x')"
"('gold', 'pyramid', 'orange', 'torus')","('orange', 'torus', 'gold', 'pyramid')",images/gold_pyramid_orange_torus.png,images/orange_torus_gold_pyramid.png,"('i', 'v')","('s', 'f')"
